crop,state,year,month,season,modal_price,min_price,max_price
Cauliflower,Andhra Pradesh,2021,1,Rabi,800,700,950
Cauliflower,Andhra Pradesh,2021,2,Rabi,750,650,900
Cauliflower,Andhra Pradesh,2021,11,Rabi,800,700,950
Cauliflower,Andhra Pradesh,2021,12,Rabi,800,700,950
Cauliflower,Andhra Pradesh,2022,1,Rabi,1000,900,1150
Cauliflower,Andhra Pradesh,2022,2,Rabi,900,700,1050
Cauliflower,Andhra Pradesh,2022,11,Rabi,850,700,1050
Cauliflower,Andhra Pradesh,2022,12,Rabi,950,750,1150
Cauliflower,Andhra Pradesh,2023,1,Rabi,900,800,1100
Cauliflower,Andhra Pradesh,2023,2,Rabi,1050,950,1200
Cauliflower,Andhra Pradesh,2023,11,Rabi,900,750,1100
Cauliflower,Andhra Pradesh,2023,12,Rabi,1100,1000,1300
Cauliflower,Assam,2020,1,Rabi,800,700,1050
Cauliflower,Assam,2020,2,Rabi,900,800,1100
Cauliflower,Assam,2020,11,Rabi,800,650,1050
Cauliflower,Assam,2020,12,Rabi,900,800,1100
Cauliflower,Assam,2021,1,Rabi,950,800,1100
Cauliflower,Assam,2021,2,Rabi,750,600,900
Cauliflower,Assam,2021,11,Rabi,850,750,1000
Cauliflower,Assam,2021,12,Rabi,800,700,900
Cauliflower,Assam,2022,1,Rabi,800,650,1000
Cauliflower,Assam,2022,2,Rabi,800,700,1000
Cauliflower,Assam,2022,11,Rabi,950,850,1100
Cauliflower,Assam,2022,12,Rabi,950,800,1150
Cauliflower,Assam,2023,1,Rabi,800,650,950
Cauliflower,Assam,2023,2,Rabi,950,800,1250
Cauliflower,Assam,2023,11,Rabi,950,800,1150
Cauliflower,Assam,2023,12,Rabi,1050,900,1250
Cauliflower,Bihar,2020,1,Rabi,800,650,1000
Cauliflower,Bihar,2020,2,Rabi,850,750,1050
Cauliflower,Bihar,2020,11,Rabi,750,600,950
Cauliflower,Bihar,2020,12,Rabi,750,600,900
Cauliflower,Bihar,2021,1,Rabi,800,700,1000
Cauliflower,Bihar,2021,2,Rabi,750,650,900
Cauliflower,Bihar,2021,11,Rabi,750,650,950
Cauliflower,Bihar,2021,12,Rabi,850,700,1000
Cauliflower,Bihar,2022,1,Rabi,800,650,1000
Cauliflower,Bihar,2022,2,Rabi,850,650,1050
Cauliflower,Bihar,2022,11,Rabi,950,800,1100
Cauliflower,Bihar,2022,12,Rabi,900,700,1050
Cauliflower,Bihar,2023,1,Rabi,850,750,1000
Cauliflower,Bihar,2023,2,Rabi,850,700,1050
Cauliflower,Bihar,2023,11,Rabi,1000,850,1150
Cauliflower,Bihar,2023,12,Rabi,1000,850,1150
Cauliflower,Chhattisgarh,2020,1,Rabi,800,700,950
Cauliflower,Chhattisgarh,2020,2,Rabi,850,750,1000
Cauliflower,Chhattisgarh,2020,11,Rabi,800,650,950
Cauliflower,Chhattisgarh,2020,12,Rabi,800,650,950
Cauliflower,Chhattisgarh,2021,1,Rabi,700,550,850
Cauliflower,Chhattisgarh,2021,2,Rabi,750,600,850
Cauliflower,Chhattisgarh,2021,11,Rabi,750,650,850
Cauliflower,Chhattisgarh,2021,12,Rabi,900,750,1050
Cauliflower,Chhattisgarh,2022,1,Rabi,900,750,1100
Cauliflower,Chhattisgarh,2022,2,Rabi,900,750,1050
Cauliflower,Chhattisgarh,2022,11,Rabi,900,750,1150
Cauliflower,Chhattisgarh,2022,12,Rabi,750,600,900
Cauliflower,Chhattisgarh,2023,1,Rabi,950,750,1200
Cauliflower,Chhattisgarh,2023,2,Rabi,1000,900,1150
Cauliflower,Chhattisgarh,2023,11,Rabi,950,800,1200
Cauliflower,Chhattisgarh,2023,12,Rabi,800,700,1000
Cauliflower,Goa,2020,1,Rabi,950,850,1150
Cauliflower,Goa,2020,2,Rabi,900,750,1050
Cauliflower,Goa,2020,11,Rabi,800,650,950
Cauliflower,Goa,2020,12,Rabi,1000,900,1200
Cauliflower,Goa,2021,1,Rabi,950,800,1100
Cauliflower,Goa,2021,2,Rabi,1050,950,1250
Cauliflower,Goa,2021,11,Rabi,900,750,1100
Cauliflower,Goa,2021,12,Rabi,1000,900,1150
Cauliflower,Goa,2022,1,Rabi,950,800,1150
Cauliflower,Goa,2022,2,Rabi,1100,1000,1250
Cauliflower,Goa,2022,11,Rabi,1000,850,1150
Cauliflower,Goa,2022,12,Rabi,950,800,1150
Cauliflower,Goa,2023,1,Rabi,1200,1050,1350
Cauliflower,Goa,2023,2,Rabi,1150,1050,1350
Cauliflower,Goa,2023,11,Rabi,1100,950,1300
Cauliflower,Goa,2023,12,Rabi,950,800,1150
Cauliflower,Gujarat,2020,1,Rabi,800,650,1000
Cauliflower,Gujarat,2020,2,Rabi,850,750,1050
Cauliflower,Gujarat,2020,11,Rabi,850,650,1050
Cauliflower,Gujarat,2020,12,Rabi,800,700,1000
Cauliflower,Gujarat,2021,1,Rabi,850,700,1000
Cauliflower,Gujarat,2021,2,Rabi,900,750,1150
Cauliflower,Gujarat,2021,11,Rabi,900,800,1100
Cauliflower,Gujarat,2021,12,Rabi,1000,900,1150
Cauliflower,Gujarat,2022,1,Rabi,900,700,1150
Cauliflower,Gujarat,2022,2,Rabi,1000,850,1200
Cauliflower,Gujarat,2022,11,Rabi,850,750,1050
Cauliflower,Gujarat,2022,12,Rabi,1050,950,1250
Cauliflower,Gujarat,2023,1,Rabi,1050,900,1250
Cauliflower,Gujarat,2023,2,Rabi,1050,900,1300
Cauliflower,Gujarat,2023,11,Rabi,1000,850,1200
Cauliflower,Gujarat,2023,12,Rabi,1000,850,1150
Cauliflower,Haryana,2020,1,Rabi,900,750,1100
Cauliflower,Haryana,2020,2,Rabi,900,800,1150
Cauliflower,Haryana,2020,11,Rabi,950,750,1100
Cauliflower,Haryana,2020,12,Rabi,950,850,1100
Cauliflower,Haryana,2021,1,Rabi,1000,900,1150
Cauliflower,Haryana,2021,2,Rabi,900,750,1100
Cauliflower,Haryana,2021,11,Rabi,950,850,1100
Cauliflower,Haryana,2021,12,Rabi,1050,950,1250
Cauliflower,Haryana,2022,1,Rabi,1000,900,1150
Cauliflower,Haryana,2022,2,Rabi,1100,1000,1250
Cauliflower,Haryana,2022,11,Rabi,1100,1000,1250
Cauliflower,Haryana,2022,12,Rabi,950,800,1100
Cauliflower,Haryana,2023,1,Rabi,1150,1000,1300
Cauliflower,Haryana,2023,2,Rabi,950,850,1200
Cauliflower,Haryana,2023,11,Rabi,950,750,1150
Cauliflower,Haryana,2023,12,Rabi,950,800,1150
Cauliflower,Himachal Pradesh,2020,1,Rabi,1050,900,1150
Cauliflower,Himachal Pradesh,2020,2,Rabi,1000,850,1100
Cauliflower,Himachal Pradesh,2020,11,Rabi,900,750,1150
Cauliflower,Himachal Pradesh,2020,12,Rabi,850,700,1000
Cauliflower,Himachal Pradesh,2021,1,Rabi,1050,900,1200
Cauliflower,Himachal Pradesh,2021,2,Rabi,800,700,1000
Cauliflower,Himachal Pradesh,2021,11,Rabi,1000,850,1200
Cauliflower,Himachal Pradesh,2021,12,Rabi,850,650,1100
Cauliflower,Himachal Pradesh,2022,1,Rabi,1050,900,1200
Cauliflower,Himachal Pradesh,2022,2,Rabi,950,800,1200
Cauliflower,Himachal Pradesh,2022,11,Rabi,950,850,1150
Cauliflower,Himachal Pradesh,2022,12,Rabi,1100,950,1200
Cauliflower,Himachal Pradesh,2023,1,Rabi,1050,950,1300
Cauliflower,Himachal Pradesh,2023,2,Rabi,1150,1050,1350
Cauliflower,Himachal Pradesh,2023,11,Rabi,1100,1000,1250
Cauliflower,Himachal Pradesh,2023,12,Rabi,950,850,1250
Cauliflower,Jammu & Kashmir,2020,1,Rabi,950,800,1150
Cauliflower,Jammu & Kashmir,2020,2,Rabi,850,700,1000
Cauliflower,Jammu & Kashmir,2020,11,Rabi,950,800,1150
Cauliflower,Jammu & Kashmir,2020,12,Rabi,950,750,1100
Cauliflower,Jammu & Kashmir,2021,1,Rabi,900,750,1150
Cauliflower,Jammu & Kashmir,2021,2,Rabi,850,700,1000
Cauliflower,Jammu & Kashmir,2021,11,Rabi,1100,950,1300
Cauliflower,Jammu & Kashmir,2021,12,Rabi,950,850,1150
Cauliflower,Jammu & Kashmir,2022,1,Rabi,1050,900,1250
Cauliflower,Jammu & Kashmir,2022,2,Rabi,950,800,1150
Cauliflower,Jammu & Kashmir,2022,11,Rabi,1150,1000,1400
Cauliflower,Jammu & Kashmir,2022,12,Rabi,1050,900,1300
Cauliflower,Jammu & Kashmir,2023,1,Rabi,1150,1050,1300
Cauliflower,Jammu & Kashmir,2023,2,Rabi,1200,1050,1350
Cauliflower,Jammu & Kashmir,2023,11,Rabi,1000,900,1200
Cauliflower,Jammu & Kashmir,2023,12,Rabi,1100,1000,1250
Cauliflower,Jharkhand,2020,1,Rabi,650,500,750
Cauliflower,Jharkhand,2020,2,Rabi,700,600,800
Cauliflower,Jharkhand,2020,11,Rabi,750,650,900
Cauliflower,Jharkhand,2020,12,Rabi,700,600,900
Cauliflower,Jharkhand,2021,1,Rabi,900,750,1150
Cauliflower,Jharkhand,2021,2,Rabi,850,650,1100
Cauliflower,Jharkhand,2021,11,Rabi,900,750,1100
Cauliflower,Jharkhand,2021,12,Rabi,900,800,1050
Cauliflower,Jharkhand,2022,1,Rabi,950,850,1200
Cauliflower,Jharkhand,2022,2,Rabi,800,700,1000
Cauliflower,Jharkhand,2022,11,Rabi,850,750,1000
Cauliflower,Jharkhand,2022,12,Rabi,850,750,1100
Cauliflower,Jharkhand,2023,1,Rabi,1050,950,1200
Cauliflower,Jharkhand,2023,2,Rabi,950,750,1100
Cauliflower,Jharkhand,2023,11,Rabi,800,650,950
Cauliflower,Jharkhand,2023,12,Rabi,850,700,1000
Cauliflower,Karnataka,2020,1,Rabi,850,700,1100
Cauliflower,Karnataka,2020,2,Rabi,850,700,1050
Cauliflower,Karnataka,2020,11,Rabi,900,800,1050
Cauliflower,Karnataka,2020,12,Rabi,750,600,900
Cauliflower,Karnataka,2021,1,Rabi,1000,850,1100
Cauliflower,Karnataka,2021,2,Rabi,950,800,1100
Cauliflower,Karnataka,2021,11,Rabi,800,700,1000
Cauliflower,Karnataka,2021,12,Rabi,950,750,1150
Cauliflower,Karnataka,2022,1,Rabi,900,750,1150
Cauliflower,Karnataka,2022,2,Rabi,900,750,1100
Cauliflower,Karnataka,2022,11,Rabi,900,750,1150
Cauliflower,Karnataka,2022,12,Rabi,850,700,1050
Cauliflower,Karnataka,2023,1,Rabi,950,750,1200
Cauliflower,Karnataka,2023,2,Rabi,1000,850,1200
Cauliflower,Karnataka,2023,11,Rabi,900,750,1100
Cauliflower,Karnataka,2023,12,Rabi,950,800,1100
Cauliflower,Kerala,2020,1,Rabi,800,700,950
Cauliflower,Kerala,2020,2,Rabi,800,650,1000
Cauliflower,Kerala,2020,11,Rabi,850,700,1050
Cauliflower,Kerala,2020,12,Rabi,800,700,950
Cauliflower,Kerala,2021,1,Rabi,950,800,1200
Cauliflower,Kerala,2021,2,Rabi,850,750,1050
Cauliflower,Kerala,2021,11,Rabi,950,750,1200
Cauliflower,Kerala,2021,12,Rabi,800,650,950
Cauliflower,Kerala,2022,1,Rabi,1100,1000,1250
Cauliflower,Kerala,2022,2,Rabi,850,750,1000
Cauliflower,Kerala,2022,11,Rabi,900,700,1100
Cauliflower,Kerala,2022,12,Rabi,950,800,1200
Cauliflower,Kerala,2023,1,Rabi,1150,1000,1350
Cauliflower,Kerala,2023,2,Rabi,1000,850,1150
Cauliflower,Kerala,2023,11,Rabi,1100,1000,1300
Cauliflower,Kerala,2023,12,Rabi,950,800,1150
Cauliflower,Madhya Pradesh,2020,1,Rabi,700,550,850
Cauliflower,Madhya Pradesh,2020,2,Rabi,850,750,1100
Cauliflower,Madhya Pradesh,2020,11,Rabi,850,700,1000
Cauliflower,Madhya Pradesh,2020,12,Rabi,700,600,850
Cauliflower,Madhya Pradesh,2021,1,Rabi,850,700,1000
Cauliflower,Madhya Pradesh,2021,2,Rabi,1000,850,1100
Cauliflower,Madhya Pradesh,2021,11,Rabi,800,650,950
Cauliflower,Madhya Pradesh,2021,12,Rabi,850,700,1050
Cauliflower,Madhya Pradesh,2022,1,Rabi,950,750,1150
Cauliflower,Madhya Pradesh,2022,2,Rabi,900,750,1050
Cauliflower,Madhya Pradesh,2022,11,Rabi,800,600,1050
Cauliflower,Madhya Pradesh,2022,12,Rabi,850,650,1050
Cauliflower,Madhya Pradesh,2023,1,Rabi,1050,900,1200
Cauliflower,Madhya Pradesh,2023,2,Rabi,1000,900,1200
Cauliflower,Madhya Pradesh,2023,11,Rabi,900,750,1050
Cauliflower,Madhya Pradesh,2023,12,Rabi,1100,950,1300
Cauliflower,Maharashtra,2020,1,Rabi,800,700,950
Cauliflower,Maharashtra,2020,2,Rabi,950,750,1100
Cauliflower,Maharashtra,2020,11,Rabi,950,750,1100
Cauliflower,Maharashtra,2020,12,Rabi,950,800,1100
Cauliflower,Maharashtra,2021,1,Rabi,950,800,1100
Cauliflower,Maharashtra,2021,2,Rabi,900,800,1100
Cauliflower,Maharashtra,2021,11,Rabi,950,800,1100
Cauliflower,Maharashtra,2021,12,Rabi,950,850,1150
Cauliflower,Maharashtra,2022,1,Rabi,1150,1000,1350
Cauliflower,Maharashtra,2022,2,Rabi,950,800,1200
Cauliflower,Maharashtra,2022,11,Rabi,1050,950,1200
Cauliflower,Maharashtra,2022,12,Rabi,1000,900,1200
Cauliflower,Maharashtra,2023,1,Rabi,1100,1000,1200
Cauliflower,Maharashtra,2023,2,Rabi,1050,950,1150
Cauliflower,Maharashtra,2023,11,Rabi,900,750,1100
Cauliflower,Maharashtra,2023,12,Rabi,950,800,1150
Cauliflower,Manipur,2020,1,Rabi,700,600,850
Cauliflower,Manipur,2020,2,Rabi,750,650,950
Cauliflower,Manipur,2020,11,Rabi,750,600,950
Cauliflower,Manipur,2020,12,Rabi,850,700,1050
Cauliflower,Manipur,2021,1,Rabi,800,650,950
Cauliflower,Manipur,2021,2,Rabi,900,750,1050
Cauliflower,Manipur,2021,11,Rabi,700,550,900
Cauliflower,Manipur,2021,12,Rabi,900,750,1050
Cauliflower,Manipur,2022,1,Rabi,750,600,950
Cauliflower,Manipur,2022,2,Rabi,900,700,1100
Cauliflower,Manipur,2022,11,Rabi,950,800,1150
Cauliflower,Manipur,2022,12,Rabi,850,700,1050
Cauliflower,Manipur,2023,1,Rabi,1000,900,1100
Cauliflower,Manipur,2023,2,Rabi,850,700,1100
Cauliflower,Manipur,2023,11,Rabi,800,650,950
Cauliflower,Manipur,2023,12,Rabi,850,700,1100
Cauliflower,Meghalaya,2020,1,Rabi,850,700,1100
Cauliflower,Meghalaya,2020,2,Rabi,800,700,1000
Cauliflower,Meghalaya,2020,11,Rabi,800,650,950
Cauliflower,Meghalaya,2020,12,Rabi,800,650,950
Cauliflower,Meghalaya,2021,1,Rabi,750,650,850
Cauliflower,Meghalaya,2021,2,Rabi,800,700,950
Cauliflower,Meghalaya,2021,11,Rabi,800,650,950
Cauliflower,Meghalaya,2021,12,Rabi,950,750,1100
Cauliflower,Meghalaya,2022,1,Rabi,950,850,1100
Cauliflower,Meghalaya,2022,2,Rabi,850,750,1000
Cauliflower,Meghalaya,2022,11,Rabi,800,700,950
Cauliflower,Meghalaya,2022,12,Rabi,1000,850,1150
Cauliflower,Meghalaya,2023,1,Rabi,1050,950,1200
Cauliflower,Meghalaya,2023,2,Rabi,850,700,1050
Cauliflower,Meghalaya,2023,11,Rabi,850,700,1000
Cauliflower,Meghalaya,2023,12,Rabi,950,800,1250
Cauliflower,Odisha,2020,1,Rabi,750,600,900
Cauliflower,Odisha,2020,2,Rabi,750,650,950
Cauliflower,Odisha,2020,11,Rabi,700,600,850
Cauliflower,Odisha,2020,12,Rabi,900,800,1100
Cauliflower,Odisha,2021,1,Rabi,800,650,950
Cauliflower,Odisha,2021,2,Rabi,900,750,1050
Cauliflower,Odisha,2021,11,Rabi,800,700,1000
Cauliflower,Odisha,2021,12,Rabi,850,700,1100
Cauliflower,Odisha,2022,1,Rabi,900,700,1150
Cauliflower,Odisha,2022,2,Rabi,850,700,1050
Cauliflower,Odisha,2022,11,Rabi,900,700,1150
Cauliflower,Odisha,2022,12,Rabi,850,750,1000
Cauliflower,Odisha,2023,1,Rabi,900,800,1050
Cauliflower,Odisha,2023,2,Rabi,800,650,1000
Cauliflower,Odisha,2023,11,Rabi,1000,900,1200
Cauliflower,Odisha,2023,12,Rabi,950,750,1100
Cauliflower,Punjab,2020,1,Rabi,900,750,1100
Cauliflower,Punjab,2020,2,Rabi,750,600,950
Cauliflower,Punjab,2020,11,Rabi,1000,850,1200
Cauliflower,Punjab,2020,12,Rabi,800,650,950
Cauliflower,Punjab,2021,1,Rabi,850,700,1100
Cauliflower,Punjab,2021,2,Rabi,1050,900,1200
Cauliflower,Punjab,2021,11,Rabi,850,650,1050
Cauliflower,Punjab,2021,12,Rabi,950,850,1200
Cauliflower,Punjab,2022,1,Rabi,1050,900,1250
Cauliflower,Punjab,2022,2,Rabi,950,800,1200
Cauliflower,Punjab,2022,11,Rabi,850,700,1100
Cauliflower,Punjab,2022,12,Rabi,950,850,1200
Cauliflower,Punjab,2023,1,Rabi,1050,950,1250
Cauliflower,Punjab,2023,2,Rabi,1200,1050,1350
Cauliflower,Punjab,2023,11,Rabi,900,750,1150
Cauliflower,Punjab,2023,12,Rabi,900,750,1100
Cauliflower,Rajasthan,2020,1,Rabi,850,700,1000
Cauliflower,Rajasthan,2020,2,Rabi,850,750,1000
Cauliflower,Rajasthan,2020,11,Rabi,900,800,1150
Cauliflower,Rajasthan,2020,12,Rabi,900,800,1150
Cauliflower,Rajasthan,2021,1,Rabi,950,850,1200
Cauliflower,Rajasthan,2021,2,Rabi,950,800,1200
Cauliflower,Rajasthan,2021,11,Rabi,900,700,1150
Cauliflower,Rajasthan,2021,12,Rabi,900,750,1100
Cauliflower,Rajasthan,2022,1,Rabi,950,800,1200
Cauliflower,Rajasthan,2022,2,Rabi,1000,900,1150
Cauliflower,Rajasthan,2022,11,Rabi,850,750,1000
Cauliflower,Rajasthan,2022,12,Rabi,800,700,900
Cauliflower,Rajasthan,2023,1,Rabi,1000,900,1200
Cauliflower,Rajasthan,2023,2,Rabi,850,750,1000
Cauliflower,Rajasthan,2023,11,Rabi,950,800,1100
Cauliflower,Rajasthan,2023,12,Rabi,1050,900,1200
Cauliflower,Tamil Nadu,2020,1,Rabi,750,600,950
Cauliflower,Tamil Nadu,2020,2,Rabi,700,600,850
Cauliflower,Tamil Nadu,2020,11,Rabi,750,650,950
Cauliflower,Tamil Nadu,2020,12,Rabi,850,700,1000
Cauliflower,Tamil Nadu,2021,1,Rabi,1000,900,1150
Cauliflower,Tamil Nadu,2021,2,Rabi,1000,900,1100
Cauliflower,Tamil Nadu,2021,11,Rabi,950,800,1200
Cauliflower,Tamil Nadu,2021,12,Rabi,800,650,1000
Cauliflower,Tamil Nadu,2022,1,Rabi,1000,900,1200
Cauliflower,Tamil Nadu,2022,2,Rabi,900,750,1150
Cauliflower,Tamil Nadu,2022,11,Rabi,950,800,1150
Cauliflower,Tamil Nadu,2022,12,Rabi,1000,900,1200
Cauliflower,Tamil Nadu,2023,1,Rabi,1050,950,1250
Cauliflower,Tamil Nadu,2023,2,Rabi,950,800,1100
Cauliflower,Tamil Nadu,2023,11,Rabi,1000,900,1200
Cauliflower,Tamil Nadu,2023,12,Rabi,850,700,1000
Cauliflower,Telangana,2020,1,Rabi,800,650,950
Cauliflower,Telangana,2020,2,Rabi,750,650,850
Cauliflower,Telangana,2020,11,Rabi,900,700,1100
Cauliflower,Telangana,2020,12,Rabi,950,750,1150
Cauliflower,Telangana,2021,1,Rabi,750,600,900
Cauliflower,Telangana,2021,2,Rabi,750,650,950
Cauliflower,Telangana,2021,11,Rabi,800,700,950
Cauliflower,Telangana,2021,12,Rabi,950,850,1150
Cauliflower,Telangana,2022,1,Rabi,850,700,1100
Cauliflower,Telangana,2022,2,Rabi,900,800,1050
Cauliflower,Telangana,2022,11,Rabi,850,700,1100
Cauliflower,Telangana,2022,12,Rabi,1000,850,1200
Cauliflower,Telangana,2023,1,Rabi,1000,850,1200
Cauliflower,Telangana,2023,2,Rabi,900,750,1100
Cauliflower,Telangana,2023,11,Rabi,1000,900,1150
Cauliflower,Telangana,2023,12,Rabi,1050,950,1250
Cauliflower,Tripura,2020,1,Rabi,750,650,900
Cauliflower,Tripura,2020,2,Rabi,850,750,1100
Cauliflower,Tripura,2020,11,Rabi,800,700,950
Cauliflower,Tripura,2020,12,Rabi,850,750,1000
Cauliflower,Tripura,2021,1,Rabi,750,650,950
Cauliflower,Tripura,2021,2,Rabi,900,700,1100
Cauliflower,Tripura,2021,11,Rabi,900,750,1050
Cauliflower,Tripura,2021,12,Rabi,800,650,1000
Cauliflower,Tripura,2022,1,Rabi,1000,900,1150
Cauliflower,Tripura,2022,2,Rabi,1000,900,1200
Cauliflower,Tripura,2022,11,Rabi,800,650,950
Cauliflower,Tripura,2022,12,Rabi,1000,900,1150
Cauliflower,Tripura,2023,1,Rabi,800,700,1000
Cauliflower,Tripura,2023,2,Rabi,850,750,1100
Cauliflower,Tripura,2023,11,Rabi,900,750,1100
Cauliflower,Tripura,2023,12,Rabi,850,750,1100
Cauliflower,Uttar Pradesh,2020,1,Rabi,900,750,1050
Cauliflower,Uttar Pradesh,2020,2,Rabi,850,650,1100
Cauliflower,Uttar Pradesh,2020,11,Rabi,700,600,900
Cauliflower,Uttar Pradesh,2020,12,Rabi,750,600,950
Cauliflower,Uttar Pradesh,2021,1,Rabi,950,800,1150
Cauliflower,Uttar Pradesh,2021,2,Rabi,950,850,1150
Cauliflower,Uttar Pradesh,2021,11,Rabi,750,650,900
Cauliflower,Uttar Pradesh,2021,12,Rabi,950,800,1100
Cauliflower,Uttar Pradesh,2022,1,Rabi,850,750,1000
Cauliflower,Uttar Pradesh,2022,2,Rabi,850,700,1050
Cauliflower,Uttar Pradesh,2022,11,Rabi,800,700,1050
Cauliflower,Uttar Pradesh,2022,12,Rabi,800,650,1000
Cauliflower,Uttar Pradesh,2023,1,Rabi,1000,900,1200
Cauliflower,Uttar Pradesh,2023,2,Rabi,850,700,1050
Cauliflower,Uttar Pradesh,2023,11,Rabi,1050,950,1300
Cauliflower,Uttar Pradesh,2023,12,Rabi,1000,900,1200
Cauliflower,Uttarakhand,2020,1,Rabi,950,750,1150
Cauliflower,Uttarakhand,2020,2,Rabi,850,750,1000
Cauliflower,Uttarakhand,2020,11,Rabi,950,850,1150
Cauliflower,Uttarakhand,2020,12,Rabi,900,800,1150
Cauliflower,Uttarakhand,2021,1,Rabi,800,700,1000
Cauliflower,Uttarakhand,2021,2,Rabi,800,700,950
Cauliflower,Uttarakhand,2021,11,Rabi,900,750,1150
Cauliflower,Uttarakhand,2021,12,Rabi,900,750,1150
Cauliflower,Uttarakhand,2022,1,Rabi,800,650,950
Cauliflower,Uttarakhand,2022,2,Rabi,1000,850,1200
Cauliflower,Uttarakhand,2022,11,Rabi,950,800,1100
Cauliflower,Uttarakhand,2022,12,Rabi,1000,900,1150
Cauliflower,Uttarakhand,2023,1,Rabi,1050,900,1250
Cauliflower,Uttarakhand,2023,2,Rabi,950,850,1150
Cauliflower,Uttarakhand,2023,11,Rabi,800,650,1000
Cauliflower,Uttarakhand,2023,12,Rabi,1050,900,1250
Cauliflower,West Bengal,2020,1,Rabi,700,600,900
Cauliflower,West Bengal,2020,2,Rabi,800,700,950
Cauliflower,West Bengal,2020,11,Rabi,800,650,1000
Cauliflower,West Bengal,2020,12,Rabi,800,650,1000
Cauliflower,West Bengal,2021,1,Rabi,900,800,1150
Cauliflower,West Bengal,2021,2,Rabi,750,650,850
Cauliflower,West Bengal,2021,11,Rabi,750,600,900
Cauliflower,West Bengal,2021,12,Rabi,900,750,1100
Cauliflower,West Bengal,2022,1,Rabi,1050,900,1250
Cauliflower,West Bengal,2022,2,Rabi,750,600,950
Cauliflower,West Bengal,2022,11,Rabi,850,750,1000
Cauliflower,West Bengal,2022,12,Rabi,1000,900,1200
Cauliflower,West Bengal,2023,1,Rabi,1050,900,1200
Cauliflower,West Bengal,2023,2,Rabi,1000,850,1150
Cauliflower,West Bengal,2023,11,Rabi,950,800,1200
Cauliflower,West Bengal,2023,12,Rabi,850,750,1000
Chana,Andhra Pradesh,2020,2,Rabi,4950,4550,5500
Chana,Andhra Pradesh,2020,3,Rabi,4950,4750,5500
Chana,Andhra Pradesh,2020,4,Rabi,4950,4700,5600
Chana,Andhra Pradesh,2021,2,Rabi,5000,4650,5400
Chana,Andhra Pradesh,2021,3,Rabi,5200,4950,5650
Chana,Andhra Pradesh,2021,4,Rabi,4750,4400,5350
Chana,Andhra Pradesh,2022,2,Rabi,4900,4650,5550
Chana,Andhra Pradesh,2022,3,Rabi,5500,5100,6000
Chana,Andhra Pradesh,2022,4,Rabi,5700,5300,6400
Chana,Andhra Pradesh,2023,2,Rabi,5800,5450,6450
Chana,Andhra Pradesh,2023,3,Rabi,5400,5150,6050
Chana,Andhra Pradesh,2023,4,Rabi,5600,5300,6200
Chana,Assam,2020,2,Rabi,4750,4550,5250
Chana,Assam,2020,3,Rabi,5100,4850,5500
Chana,Assam,2020,4,Rabi,4750,4550,5200
Chana,Assam,2021,2,Rabi,5450,5050,5850
Chana,Assam,2021,3,Rabi,5000,4800,5600
Chana,Assam,2021,4,Rabi,5100,4700,5450
Chana,Assam,2022,2,Rabi,5200,4950,5750
Chana,Assam,2022,3,Rabi,5450,5150,6000
Chana,Assam,2022,4,Rabi,5400,5150,5800
Chana,Assam,2023,2,Rabi,5250,4900,5900
Chana,Assam,2023,3,Rabi,6000,5800,6550
Chana,Assam,2023,4,Rabi,5400,5150,5900
Chana,Bihar,2020,2,Rabi,4400,4100,4950
Chana,Bihar,2020,3,Rabi,4650,4400,5050
Chana,Bihar,2020,4,Rabi,4500,4300,4900
Chana,Bihar,2021,2,Rabi,5100,4900,5650
Chana,Bihar,2021,3,Rabi,5300,5000,5800
Chana,Bihar,2021,4,Rabi,5000,4650,5450
Chana,Bihar,2022,2,Rabi,5350,4950,6000
Chana,Bihar,2022,3,Rabi,5650,5200,6100
Chana,Bihar,2022,4,Rabi,5000,4650,5500
Chana,Bihar,2023,2,Rabi,5250,5050,5650
Chana,Bihar,2023,3,Rabi,5350,4950,5750
Chana,Bihar,2023,4,Rabi,5900,5500,6700
Chana,Chhattisgarh,2020,2,Rabi,4850,4550,5200
Chana,Chhattisgarh,2020,3,Rabi,4750,4450,5400
Chana,Chhattisgarh,2020,4,Rabi,4350,4050,4950
Chana,Chhattisgarh,2021,2,Rabi,5000,4700,5500
Chana,Chhattisgarh,2021,3,Rabi,5050,4800,5650
Chana,Chhattisgarh,2021,4,Rabi,4900,4650,5550
Chana,Chhattisgarh,2022,2,Rabi,5000,4600,5600
Chana,Chhattisgarh,2022,3,Rabi,5150,4850,5750
Chana,Chhattisgarh,2022,4,Rabi,5100,4850,5700
Chana,Chhattisgarh,2023,2,Rabi,5300,5100,6050
Chana,Chhattisgarh,2023,3,Rabi,5100,4750,5450
Chana,Chhattisgarh,2023,4,Rabi,5450,5250,6200
Chana,Goa,2020,2,Rabi,5350,5000,5850
Chana,Goa,2020,3,Rabi,5350,4950,5750
Chana,Goa,2020,4,Rabi,5200,4900,5850
Chana,Goa,2021,2,Rabi,5550,5200,6000
Chana,Goa,2021,3,Rabi,5250,4900,5750
Chana,Goa,2021,4,Rabi,5250,4950,5600
Chana,Goa,2022,2,Rabi,6250,5950,6650
Chana,Goa,2022,3,Rabi,6050,5850,6650
Chana,Goa,2022,4,Rabi,5700,5350,6400
Chana,Goa,2023,2,Rabi,5850,5450,6500
